Food,energy,carbs,fiber,sugars,sodium,fat,protein,y_vegetarian,y_diabetic,y_low_sodium
Eggplant (1/2 cup in caponata),40.0,0.0,2.0,3.0,150.0,2.0,0.5,1,1,0
Pine Nuts (1/2 tbsp),48.0,0.0,0.2,0.2,0.0,5.0,1.0,1,1,1
Raisins (1 tbsp),27.0,0.0,0.3,6.0,1.0,0.0,0.3,1,1,1
Gelato (Pistachio 1/2 cup),220.0,0.0,2.0,20.0,60.0,12.0,5.0,1,0,1
Waffle Cone (1 small),70.0,0.0,0.5,7.0,30.0,1.5,1.0,1,1,1
Cacio e Pepe (1.5 cups),500.0,0.0,4.0,3.0,700.0,19.0,18.0,1,1,0
Pecorino Romano (1/4 cup),110.0,0.0,0.0,0.0,450.0,8.5,7.5,1,1,0
Black Pepper (1/2 tsp),3.0,0.0,0.3,0.0,0.0,0.0,0.1,1,1,1
Fiorentina Steak (3oz portion),230.0,0.0,0.0,0.0,60.0,15.0,24.0,0,1,1
Rosemary (garnish),1.0,0.0,0.1,0.0,0.0,0.0,0.0,1,1,1
White Beans (Tuscan style 1/2 cup),150.0,0.0,7.0,2.0,350.0,4.0,8.0,1,1,0
Garlic (1 clove in beans),4.0,0.0,0.1,0.0,1.0,0.0,0.2,1,1,1
Sage (in beans),1.0,0.0,0.1,0.0,0.0,0.0,0.0,1,1,1
Arancini (1 large ball),250.0,0.0,3.0,3.0,500.0,10.0,9.0,1,1,0
Ragù (filling 1 tbsp),25.0,0.0,0.5,0.5,60.0,1.5,1.5,1,1,1
Mozzarella (filling 0.5 oz),40.0,0.0,0.0,0.2,75.0,3.0,3.0,1,1,1
Breadcrumbs (coating),25.0,0.0,0.5,0.5,50.0,0.5,0.5,1,1,1
Campari & Soda (1 drink),85.0,0.0,0.0,10.0,25.0,0.0,0.0,1,0,1
Olive (garnish),5.0,0.0,0.1,0.0,30.0,0.5,0.0,1,1,1
Vitello Tonnato (1 serving),380.0,0.0,0.5,1.0,600.0,25.0,35.0,1,1,0
Tuna Sauce (2 tbsp),100.0,0.0,0.0,0.5,200.0,9.0,4.0,0,1,0
Capers (garnish),2.0,0.0,0.3,0.1,200.0,0.1,0.2,1,1,0
Lemon Slice (garnish),1.0,0.0,0.1,0.1,0.0,0.0,0.0,1,1,1
Gnocchi alla Sorrentina (1.5 cups),450.0,0.0,6.0,9.0,800.0,18.0,15.0,1,1,0
Tomato Sauce (1/2 cup),40.0,0.0,2.0,4.0,350.0,1.0,1.5,1,1,0
Mozzarella (1 oz melted),80.0,0.0,0.0,0.5,150.0,6.0,6.0,1,1,0
Basil (fresh garnish),1.0,0.0,0.1,0.0,0.0,0.0,0.1,1,1,1
Pesto (1/4 cup),290.0,0.0,2.0,1.0,600.0,29.0,5.0,1,1,0
Pine Nuts (1 tbsp in pesto),95.0,0.0,0.5,0.5,0.0,10.0,2.0,1,1,1
Garlic (1/2 clove in pesto),2.0,0.0,0.0,0.0,0.0,0.0,0.1,1,1,1
Trofie Pasta (1 cup cooked),210.0,0.0,2.0,1.0,5.0,1.0,7.0,1,1,1
Green Beans (1/2 cup w/ pasta),15.0,0.0,1.3,1.6,3.0,0.1,0.9,1,1,1
Potato (1/2 w/ pasta),65.0,0.0,1.0,0.5,3.0,0.1,1.0,1,1,1
Espresso Martini (1 drink),280.0,0.0,0.0,25.0,5.0,0.0,0.5,1,0,1
Vodka (1.5 oz),97.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Coffee Liqueur (1 oz),100.0,0.0,0.0,15.0,2.0,0.0,0.0,1,1,1
Espresso (1 oz in drink),3.0,0.0,0.0,0.0,1.0,0.1,0.3,1,1,1
Simple Syrup (1/2 oz),30.0,0.0,0.0,8.0,0.0,0.0,0.0,1,0,1
Coffee Beans (3 garnish),2.0,0.0,0.1,0.0,0.0,0.0,0.1,1,1,1
Baba Ganoush (1/4 cup),100.0,0.0,4.0,2.0,300.0,7.0,2.0,1,1,0
Pita Bread (1 white),165.0,0.0,1.5,1.5,310.0,1.2,5.5,1,1,0
Falafel (3 pieces),180.0,0.0,4.0,1.0,320.0,9.0,6.0,1,1,0
Tahini Sauce (1 tbsp),30.0,0.0,0.5,0.0,45.0,2.5,1.0,1,1,1
Pickled Turnips (2 tbsp),10.0,0.0,0.5,1.0,200.0,0.0,0.2,1,1,0
Shawarma (Chicken 1 wrap),550.0,0.0,6.0,5.0,1100.0,25.0,30.0,0,1,0
Garlic Sauce (1 tbsp),90.0,0.0,0.0,0.5,80.0,10.0,0.1,1,1,1
Hummus (1/4 cup),130.0,0.0,4.0,1.0,250.0,8.0,5.0,1,1,0
Tabouli (1/2 cup),120.0,0.0,4.0,2.0,300.0,6.0,3.0,1,1,0
Bulgur (1/4 cup in tabouli),76.0,0.0,4.1,0.1,4.0,0.2,2.7,1,1,1
Parsley (1/4 cup in tabouli),5.0,0.0,0.5,0.1,5.0,0.1,0.3,1,1,1
Mint (1 tbsp in tabouli),1.0,0.0,0.1,0.0,0.0,0.0,0.1,1,1,1
Lemon Juice (1 tbsp dressing),4.0,0.0,0.1,0.2,0.0,0.0,0.1,1,1,1
Olive Oil (1 tbsp dressing),120.0,0.0,0.0,0.0,0.0,14.0,0.0,1,1,1
Kibbeh (1 piece fried),230.0,0.0,3.0,1.0,450.0,13.0,9.0,1,1,0
Pine Nuts (1/2 tbsp filling),48.0,0.0,0.2,0.2,0.0,5.0,1.0,1,1,1
Ground Lamb (1 oz filling),80.0,0.0,0.0,0.0,20.0,6.0,5.5,0,1,1
Bulgur (1 tbsp shell),15.0,0.0,0.8,0.0,1.0,0.0,0.5,1,1,1
Lentil Soup (1 cup Middle Eastern),200.0,0.0,10.0,4.0,700.0,5.0,10.0,1,1,0
Cumin (1 tsp),8.0,0.0,0.4,0.1,3.0,0.5,0.3,1,1,1
Coriander (1 tsp),5.0,0.0,0.5,0.0,1.0,0.2,0.1,1,1,1
Lemon Juice (1 tsp in soup),1.0,0.0,0.0,0.1,0.0,0.0,0.0,1,1,1
Pita Crisps (1 oz),130.0,0.0,2.0,1.0,240.0,5.0,3.0,1,1,0
Manakeesh (Za'atar 1 small),300.0,0.0,4.0,2.0,500.0,10.0,7.0,1,1,0
Za'atar (1 tbsp),40.0,0.0,1.5,0.0,150.0,3.0,1.0,1,1,0
Olive Oil (1 tbsp on bread),120.0,0.0,0.0,0.0,0.0,14.0,0.0,1,1,1
Labneh (2 tbsp),60.0,0.0,0.0,2.0,80.0,4.0,4.0,1,1,1
Cucumber (1/4 cup side),8.0,0.0,0.2,0.8,1.0,0.0,0.3,1,1,1
Tomato (1/4 cup side),8.0,0.0,0.5,1.2,2.0,0.1,0.3,1,1,1
Olives (5 side),35.0,0.0,0.5,0.0,210.0,3.5,0.2,1,1,0
Mint Tea (1 cup),2.0,0.0,0.0,0.0,5.0,0.0,0.1,1,1,1
Stuffed Grape Leaves (3 pcs),150.0,0.0,3.0,3.0,400.0,7.0,3.0,1,1,0
Rice (1/4 cup filling),51.0,0.0,0.1,0.0,0.0,0.1,1.1,1,1,1
Turkish Coffee (1 small cup),5.0,0.0,0.0,0.0,1.0,0.0,0.2,1,1,1
Cardamom (in coffee),1.0,0.0,0.1,0.0,0.0,0.0,0.0,1,1,1
Shish Tawook (2 skewers),300.0,0.0,1.0,2.0,600.0,16.0,35.0,1,1,0
Garlic Sauce (Toum 1 tbsp),90.0,0.0,0.0,0.5,80.0,10.0,0.1,1,1,1
French Fries (side),340.0,0.0,4.0,0.3,230.0,17.0,4.0,1,1,0
Pickled Cucumber (1/4 cup),10.0,0.0,1.0,1.0,300.0,0.0,0.5,1,1,0
Fattoush Salad (1.5 cups),250.0,0.0,6.0,5.0,500.0,15.0,5.0,1,1,0
Fried Pita (1/2 pita in salad),80.0,0.0,1.0,0.5,150.0,3.0,2.0,1,1,0
Sumac (1/2 tsp dressing),5.0,0.0,0.5,0.0,1.0,0.2,0.1,1,1,1
Pomegranate Molasses (1 tsp),15.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,1
White Rice,110.0,0.0,1.0,0.5,5.0,0.0,2.0,1,1,1
Brown Rice,90.0,0.0,1.0,0.5,5.0,1.0,2.0,1,1,1
Red Rice,112.0,0.0,1.0,0.5,5.0,0.8,2.4,1,1,1
White Bread,270.0,0.0,1.5,8.0,250.0,3.0,9.0,1,1,0
Pasta,393.0,0.0,1.0,0.5,5.0,1.7,14.0,1,1,1
Thati Paan,250.0,0.0,1.5,8.0,250.0,2.5,8.0,1,1,0
White Noodles,140.0,0.0,1.0,0.5,5.0,1.0,4.0,1,1,1
Idiyappam,180.0,0.0,1.0,0.5,5.0,0.5,3.0,1,1,1
Kiribath,150.0,0.0,1.0,0.5,5.0,7.0,1.9,1,1,1
Lunu Miris,12.0,0.0,1.0,5.0,300.0,0.04,0.87,1,1,0
Boiled Cowpea,116.0,0.0,6.0,3.0,10.0,0.5,7.7,1,1,1
Coconut Sambal,157.0,0.0,7.0,3.0,5.0,13.7,2.0,1,1,1
Papadam,21.0,0.0,1.5,8.0,250.0,1.0,1.0,1,1,0
Egg,70.0,0.0,0.0,0.0,70.0,5.0,6.0,1,1,1
Dhal Curry with coconut milk,80.0,0.0,6.0,3.0,10.0,3.5,5.0,1,1,1
Dhal Curry,100.0,0.0,6.0,3.0,10.0,2.0,7.0,1,1,1
Yellow Rice,469.0,0.0,1.0,0.5,5.0,18.8,16.9,1,1,1
Fried Halmesso,75.0,0.0,0.0,0.0,70.0,4.5,7.5,1,1,1
Fried Karawala,85.0,0.0,0.0,0.0,70.0,5.0,9.0,1,1,1
Kola Mallum,80.0,0.0,2.0,2.0,200.0,5.0,1.0,1,1,0
Vegetable curry with coconut milk,120.0,0.0,2.0,2.0,200.0,9.0,1.0,1,1,0
Vegetable curry with coconut oil,80.0,0.0,2.0,2.0,200.0,5.0,1.0,1,1,0
Kiri Hodi,100.0,0.0,2.0,2.0,200.0,9.0,1.0,1,1,0
Beetroot curry with coconut milk,89.0,0.0,2.0,2.0,200.0,4.7,2.0,1,1,0
Soya meat curry with coconut milk,110.0,0.0,2.0,2.0,200.0,0.6,11.0,1,1,0
Soya meat curry,84.0,0.0,2.0,2.0,200.0,4.0,6.0,1,1,0
Boiled Potatoes,44.0,0.0,0.0,0.0,0.0,0.1,1.0,1,1,1
Chicken Curry,180.0,0.0,2.0,2.0,200.0,8.0,27.0,0,1,0
Chicken Gravy,25.0,0.0,0.0,0.0,70.0,1.5,3.5,0,1,1
Egg Yolk,52.0,0.0,0.0,0.0,70.0,4.2,2.5,1,1,1
Mango Chutney,60.0,0.0,2.5,10.0,5.0,0.0,0.5,1,1,1
Mango Chutney with Sugar,200.0,0.0,2.5,10.0,5.0,0.0,0.5,1,1,1
Boiled Jackfruit Seed,13.0,0.0,2.5,10.0,5.0,0.1,0.6,1,1,1
Boiled Chickpeas,164.0,0.0,6.0,3.0,10.0,2.6,9.0,1,1,1
Boiled Mung,105.0,0.0,6.0,3.0,10.0,0.4,7.0,1,1,1
Boiled Sweet Potato,90.0,0.0,0.0,0.0,0.0,0.1,1.6,1,0,1
Cucumber Flesh,6.0,0.0,2.5,10.0,5.0,0.05,0.3,1,1,1
Tomato sauce,41.0,0.0,1.0,5.0,300.0,0.45,0.37,1,1,0
White sugar,16.0,0.0,0.0,100.0,0.0,0.0,0.0,1,0,1
Coconut Milk 1st 2nd 3rd extractions,15.0,0.0,0.0,10.0,60.0,1.4,0.2,1,1,1
Coconut Milk 1st 2nd extractions,20.0,0.0,0.0,10.0,60.0,1.9,0.2,1,1,1
Coconut Milk 1st extraction,30.0,0.0,0.0,10.0,60.0,2.7,0.3,1,1,1
Roast Peanut,300.0,0.0,6.0,3.0,10.0,26.0,13.0,1,1,1
Roast Green Pea,190.0,0.0,6.0,3.0,10.0,4.5,14.0,1,1,1
Roasted Gram,200.0,0.0,6.0,3.0,10.0,2.0,12.0,1,1,1
Kurumba,75.0,0.0,1.0,3.0,50.0,4.1,2.2,1,1,1
Ambun Kesel,90.0,0.0,1.5,8.0,250.0,0.3,1.3,1,1,0
Ambul Kesel,45.0,0.0,1.0,3.0,50.0,0.1,0.5,1,1,1
Cavendish Banana,134.0,0.0,1.0,3.0,50.0,0.5,1.7,1,1,1
Raisins,299.0,0.0,1.0,3.0,50.0,0.5,3.1,1,1,1
Jackfruit,33.0,0.0,2.5,10.0,5.0,0.2,0.6,1,1,1
Avocado,80.0,0.0,1.0,3.0,50.0,7.4,1.0,1,1,1
Watermelon,30.0,0.0,1.0,3.0,50.0,0.2,0.6,1,1,1
Dodol,380.0,0.0,1.0,3.0,50.0,12.0,2.0,1,1,1
Mun Kawum,450.0,0.0,1.0,3.0,50.0,18.0,5.0,1,1,1
Aluwa,400.0,0.0,1.0,3.0,50.0,8.0,3.0,1,1,1
Helapa,440.0,0.0,1.0,3.0,50.0,17.0,11.0,1,1,1
Wandu,205.0,0.0,6.0,3.0,10.0,1.0,2.0,1,1,1
Ada,280.0,0.0,1.5,8.0,250.0,2.0,5.0,1,1,0
Samaposha Aggala,326.0,0.0,1.5,8.0,250.0,10.4,9.8,1,1,0
Cream Bun,300.0,0.0,1.5,8.0,250.0,15.0,4.0,1,1,0
Kibula Banis,175.0,0.0,1.5,8.0,250.0,4.0,3.0,1,1,0
Saw Kanji,250.0,0.0,1.0,0.5,5.0,5.0,6.0,1,1,1
Lavariya,310.0,0.0,1.5,8.0,250.0,10.0,4.0,1,1,0
Vegetable Roll,120.0,0.0,1.5,8.0,250.0,4.0,3.0,1,1,0
Jam Paan,300.0,0.0,1.5,8.0,250.0,8.0,7.0,1,1,0
Gal Banis,400.0,0.0,1.5,8.0,250.0,13.0,7.0,1,1,0
Coconut Cake,250.0,0.0,1.5,8.0,250.0,14.0,3.0,1,0,0
Butter Cake,220.0,0.0,1.5,8.0,250.0,12.0,2.0,1,0,0
Chocolate Cake,250.0,0.0,1.5,8.0,250.0,12.0,3.0,1,0,0
Choco bar,60.0,0.0,1.0,20.0,120.0,4.0,0.5,1,0,1
Dark chocolate,282.0,0.0,1.0,20.0,120.0,18.0,3.0,1,0,1
Chocolate,104.4,0.0,1.0,20.0,120.0,5.5,0.6,1,0,1
Fruit & Nut ice cream,230.0,0.0,0.0,10.0,60.0,9.0,3.9,1,0,1
Chocolate ice cream,154.0,0.0,0.0,10.0,60.0,10.0,2.6,1,0,1
Wonder choc ice cream,206.0,0.0,0.0,10.0,60.0,14.0,2.4,1,0,1
Milk cream biscuit,56.0,0.0,1.5,8.0,250.0,2.5,0.6,1,1,0
Lemon puff,59.0,0.0,1.0,3.0,50.0,2.3,0.7,1,1,1
Marie biscuit,17.0,0.0,1.5,8.0,250.0,0.4,0.29,1,1,0
Chocolate Marie biscuit,15.0,0.0,1.5,8.0,250.0,0.4,0.3,1,0,0
Chocolate Cream Biscuit,53.0,0.0,1.5,8.0,250.0,2.0,1.0,1,0,0
Orange cream biscuit,54.0,0.0,1.5,8.0,250.0,2.0,0.6,1,1,0
Gold Marie biscuit,17.0,0.0,1.5,8.0,250.0,0.4,0.29,1,1,0
Cream cracker biscuit,37.0,0.0,1.5,8.0,250.0,1.2,0.9,1,1,0
Nice biscuit,42.0,0.0,1.5,8.0,250.0,1.6,0.63,1,1,0
Hawaiian cookie,25.6,0.0,1.5,8.0,250.0,1.1,0.32,1,0,0
Ginger Finger Biscuit,18.0,0.0,1.5,8.0,250.0,0.5,0.2,1,1,0
Custard cream biscuit,54.0,0.0,1.5,8.0,250.0,2.0,0.6,1,1,0
Batter Carol biscuit,26.0,0.0,1.5,8.0,250.0,0.75,0.4,1,1,0
Pani Murukku,46.0,0.0,1.0,3.0,50.0,0.9,0.8,1,1,1
Boondi,240.0,0.0,1.0,3.0,50.0,10.0,3.0,1,1,1
Jelly Jujub,14.0,0.0,1.0,3.0,50.0,0.0,0.0,1,1,1
Garlic Murukku,500.0,0.0,1.0,3.0,50.0,25.0,8.0,1,1,1
Murukku,550.0,0.0,1.0,3.0,50.0,38.0,9.0,1,1,1
Thala Bola,26.0,0.0,1.0,3.0,50.0,1.6,0.6,1,1,1
Yogurt,90.0,0.0,0.0,10.0,60.0,3.0,5.0,1,1,1
Kotmale Vanilla milk,124.0,0.0,0.0,10.0,60.0,3.0,3.4,1,1,1
Necto,30.0,0.0,1.0,20.0,120.0,0.0,0.0,1,0,1
Quinoa,120.0,0.0,1.0,0.5,5.0,2.0,4.0,1,1,1
Oats,150.0,0.0,1.0,0.5,5.0,3.0,5.0,1,1,1
Chicken Breast,165.0,0.0,0.0,0.0,70.0,3.6,31.0,0,1,1
Salmon,208.0,0.0,0.0,0.0,70.0,13.0,20.0,0,1,1
Tuna,132.0,0.0,0.0,0.0,70.0,0.6,29.0,0,1,1
Whole Milk,130.0,0.0,0.0,12.0,50.0,7.0,7.0,1,1,1
Skim Milk,80.0,0.0,0.0,12.0,50.0,0.0,8.0,1,1,1
Greek Yogurt,100.0,0.0,0.0,4.0,60.0,5.0,10.0,1,1,1
Olive Oil,120.0,0.0,0.0,0.0,0.0,14.0,0.0,1,1,1
Almonds,180.0,0.0,7.0,3.0,5.0,15.0,6.0,1,1,1
Walnuts,190.0,0.0,7.0,3.0,5.0,18.0,4.0,1,1,1
Peanut Butter,190.0,0.0,6.0,9.0,350.0,16.0,8.0,1,1,0
Kiribath (Milk Rice) - 1 slice,260.0,0.0,2.0,2.0,180.0,8.0,6.0,1,1,0
String Hoppers (Idiyappam) - 6 pcs,240.0,0.0,2.0,1.0,120.0,1.0,5.0,1,1,1
Hoppers (Appa) - 2 plain,220.0,0.0,2.0,2.0,200.0,5.0,4.0,1,1,0
Egg Hopper (Biththara Appa) - 1,180.0,0.0,1.0,1.0,250.0,7.0,8.0,1,1,0
Pol Roti - 2 pieces,320.0,0.0,4.0,2.0,280.0,13.0,6.0,1,1,0
Pittu (Coconut) - 1 roll,300.0,0.0,4.0,2.0,180.0,9.0,6.0,1,1,0
Kola Kenda (Herbal Porridge) - 1 cup,160.0,0.0,3.0,1.0,120.0,4.0,4.0,1,1,1
Dhal Curry (Parippu) - 1/2 cup,180.0,0.0,6.0,2.0,320.0,6.0,9.0,1,1,0
Lunu Miris - 2 tbsp,60.0,0.0,2.0,3.0,180.0,3.0,1.0,1,1,0
Pol Sambol - 1/4 cup,150.0,0.0,4.0,2.0,220.0,12.0,2.0,1,1,0
Kiri Hodi (Coconut Milk Gravy) - 1/2 cup,170.0,0.0,1.0,2.0,220.0,14.0,3.0,1,1,0
Seeni Sambol - 2 tbsp,90.0,0.0,1.0,10.0,180.0,3.0,1.0,1,1,0
Ceylon Tea (plain) - 1 cup,5.0,0.0,0.0,0.0,5.0,0.0,0.2,1,1,1
Ginger Tea (plain) - 1 cup,10.0,0.0,0.0,0.0,5.0,0.0,0.2,1,1,1
King Coconut Water - 1 glass,55.0,0.0,0.0,11.0,60.0,0.0,1.0,1,1,1
Steamed Rice (Red Rice) - 1 cup,240.0,0.0,3.0,0.0,10.0,2.0,5.0,1,1,1
Steamed Rice (White) - 1 cup,205.0,0.0,1.0,0.0,5.0,0.5,4.0,1,1,1
Yellow Rice - 1 cup,280.0,0.0,2.0,1.0,220.0,7.0,6.0,1,1,0
Fried Rice (Chicken) - 1 plate,520.0,0.0,4.0,4.0,720.0,16.0,22.0,0,1,0
Chicken Curry (Sri Lankan) - 1/2 cup,260.0,0.0,1.0,2.0,420.0,16.0,18.0,0,1,0
Fish Curry (Tuna) - 1/2 cup,220.0,0.0,1.0,1.0,380.0,12.0,20.0,0,1,0
Ambul Thiyal (Sour Fish) - 1 piece,180.0,0.0,0.0,0.0,300.0,10.0,19.0,0,1,0
Black Pork Curry - 1/2 cup,320.0,0.0,1.0,1.0,520.0,24.0,20.0,0,1,0
Prawn Curry - 1/2 cup,200.0,0.0,1.0,1.0,450.0,10.0,18.0,0,1,0
Egg Curry - 1 egg,190.0,0.0,0.0,1.0,260.0,13.0,10.0,1,1,0
Potato Curry - 1/2 cup,210.0,0.0,3.0,2.0,380.0,9.0,4.0,1,1,0
Brinjal Moju - 1/4 cup,160.0,0.0,3.0,8.0,420.0,9.0,2.0,1,1,0
Pumpkin Curry - 1/2 cup,140.0,0.0,4.0,6.0,250.0,5.0,3.0,1,1,0
Jackfruit Curry (Polos) - 1/2 cup,190.0,0.0,6.0,3.0,360.0,8.0,4.0,1,1,0
Young Jackfruit Curry (Kos) - 1/2 cup,170.0,0.0,7.0,3.0,320.0,6.0,4.0,1,1,0
Cuttlefish Curry - 1/2 cup,230.0,0.0,0.0,0.0,520.0,12.0,22.0,0,1,0
Beef Curry - 1/2 cup,300.0,0.0,1.0,1.0,520.0,22.0,22.0,0,1,0
Gotukola Sambol - 1/2 cup,90.0,0.0,4.0,2.0,180.0,5.0,3.0,1,1,0
Kankun Mallung - 1/2 cup,80.0,0.0,3.0,1.0,160.0,4.0,3.0,1,1,0
Mukunuwenna Mallung - 1/2 cup,75.0,0.0,3.0,1.0,160.0,4.0,3.0,1,1,0
Beetroot Curry - 1/2 cup,120.0,0.0,4.0,6.0,220.0,6.0,3.0,1,1,0
Okra (Bandakka) Curry - 1/2 cup,110.0,0.0,4.0,3.0,240.0,6.0,3.0,1,1,0
Beans Curry - 1/2 cup,130.0,0.0,5.0,3.0,240.0,5.0,4.0,1,1,0
Carrot Curry - 1/2 cup,130.0,0.0,4.0,7.0,220.0,6.0,2.0,1,1,0
Cucumber Salad - 1 cup,50.0,0.0,2.0,5.0,80.0,1.0,2.0,1,1,1
Papadam - 2 pcs,140.0,0.0,1.0,1.0,300.0,7.0,4.0,1,1,0
Mallum (Mixed Greens) - 1/2 cup,85.0,0.0,3.0,1.0,160.0,5.0,3.0,1,1,0
Vegetable Roti - 1 piece,280.0,0.0,4.0,2.0,520.0,11.0,7.0,1,1,0
Fish Bun - 1 bun,320.0,0.0,3.0,4.0,650.0,11.0,11.0,0,1,0
Egg Roll - 1 roll,300.0,0.0,2.0,2.0,620.0,14.0,9.0,1,1,0
Vegetable Roll - 1 roll,260.0,0.0,3.0,2.0,560.0,11.0,6.0,1,1,0
Parippu Wade - 2 pcs,320.0,0.0,6.0,2.0,520.0,14.0,10.0,1,1,0
Samosa (Vegetable) - 2 pcs,260.0,0.0,3.0,2.0,540.0,13.0,6.0,1,1,0
Isso Wade - 2 pcs,340.0,0.0,4.0,2.0,620.0,15.0,12.0,1,1,0
Manioc Chips - 1 small pack,250.0,0.0,3.0,0.0,320.0,13.0,2.0,1,1,0
Boiled Manioc (Cassava) - 1 cup,220.0,0.0,3.0,2.0,15.0,0.5,2.0,1,1,1
Roasted Peanuts - 1 handful,170.0,0.0,3.0,1.0,5.0,14.0,7.0,1,1,1
Curd (Buffalo) + Treacle - 1 cup,260.0,0.0,0.0,26.0,120.0,12.0,9.0,1,0,1
Watalappan - 1 slice,280.0,0.0,1.0,28.0,140.0,14.0,6.0,1,0,1
Kalu Dodol - 1 piece,210.0,0.0,1.0,30.0,90.0,6.0,2.0,1,0,1
Plain Water - 1 glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
