generic_name,therapeutic_class,action_class,treatment_area,condition,source,confidence
pralidoxime,OTHERS,Cholinesterase regenerato,General Medicine,Obesity,therapeutic_class,0.8
liposomal amphotericin b,ANTI INFECTIVES,Fungal cell membrane active agen,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
liposomal amphotericin b,ANTI INFECTIVES,Fungal cell membrane active agen,Infectious Disease,Infection,therapeutic_class,0.8
liposomal amphotericin b,ANTI INFECTIVES,Fungal cell membrane active agen,Infectious Disease,Sepsis,therapeutic_class,0.8
sucralfate,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
sucralfate,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
sucralfate,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
sucralfate,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
glucosamine,PAIN ANALGESIC,,Pain Management,Pain,therapeutic_class,0.8
glucosamine,PAIN ANALGESIC,,Pain Management,Inflammation,therapeutic_class,0.8
glucosamine,PAIN ANALGESIC,,Pain Management,Arthritis,therapeutic_class,0.8
glucosamine,PAIN ANALGESIC,,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
afatinib dimaleate,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Cancer,therapeutic_class,0.8
afatinib dimaleate,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Malignant Tumor,therapeutic_class,0.8
afatinib dimaleate,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Leukemia,therapeutic_class,0.8
ginkgo biloba,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
ginkgo biloba,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
ginkgo biloba,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
salmeterol+fluticasone propionate,RESPIRATOR,,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
salmeterol+fluticasone propionate,RESPIRATOR,,Respiratory,Cough,therapeutic_class,0.8
salmeterol+fluticasone propionate,RESPIRATOR,,Respiratory,Common Cold,therapeutic_class,0.8
salmeterol+fluticasone propionate,RESPIRATOR,,Respiratory,Nasal Congestion,therapeutic_class,0.8
salmeterol+fluticasone propionate,RESPIRATOR,,Respiratory,Bronchitis,therapeutic_class,0.8
doxycycline,ANTI INFECTIVE,,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
doxycycline,ANTI INFECTIVE,,Infectious Disease,Infection,therapeutic_class,0.8
prednisolone,OPHTHAL OTOLOGICALS,Glucocorticoid,Ophthalmology / ENT,Eye Infection,therapeutic_class,0.8
prednisolone,OPHTHAL OTOLOGICALS,Glucocorticoid,Ophthalmology / ENT,Ear Infection,therapeutic_class,0.8
prednisolone,OPHTHAL OTOLOGICALS,Glucocorticoid,Ophthalmology / ENT,Conjunctivitis,therapeutic_class,0.8
prednisolone,OPHTHAL OTOLOGICALS,Glucocorticoid,Ophthalmology / ENT,Otitis,therapeutic_class,0.8
cyclophosphamide,ANTI NEOPLASTICS,Alkylating agen,Oncology,Cancer,therapeutic_class,0.8
cyclophosphamide,ANTI NEOPLASTICS,Alkylating agen,Oncology,Malignant Tumor,therapeutic_class,0.8
cyclophosphamide,ANTI NEOPLASTICS,Alkylating agen,Oncology,Leukemia,therapeutic_class,0.8
furazolidone,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
furazolidone,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
furazolidone,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
furazolidone,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
ketamine,PAIN ANALGESICS,General anaesthetic agent,Pain Management,Pain,therapeutic_class,0.8
ketamine,PAIN ANALGESICS,General anaesthetic agent,Pain Management,Inflammation,therapeutic_class,0.8
ketamine,PAIN ANALGESICS,General anaesthetic agent,Pain Management,Arthritis,therapeutic_class,0.8
ketamine,PAIN ANALGESICS,General anaesthetic agent,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
buclizine,VITAMINS MINERALS NUTRIENTS,H1 Antihistaminics (First Generation,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
buclizine,VITAMINS MINERALS NUTRIENTS,H1 Antihistaminics (First Generation,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
cadexomer iodine,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
cadexomer iodine,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
cadexomer iodine,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
cadexomer iodine,DERM,,Dermatology,Eczema,therapeutic_class,0.8
cadexomer iodine,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
latanoprost,OPHTHAL,PG F2 Alpha analogu,Ophthalmology,Eye Infection,therapeutic_class,0.8
latanoprost,OPHTHAL,PG F2 Alpha analogu,Ophthalmology,Glaucoma,therapeutic_class,0.8
latanoprost,OPHTHAL,PG F2 Alpha analogu,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
latanoprost,OPHTHAL,PG F2 Alpha analogu,Ophthalmology,Dry Eye,therapeutic_class,0.8
methylcobalamin+alpha lipoic acid+vitamin b6,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
methylcobalamin+alpha lipoic acid+vitamin b6,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
methylcobalamin+alpha lipoic acid+vitamin b6,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
amoxapine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
amoxapine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
amoxapine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Depression,therapeutic_class,0.8
amoxapine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
amoxapine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
amoxapine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
fondaparinux,CARDIAC,Selective inhibitor of activated Factor,Cardiovascular,Hypertension,therapeutic_class,0.8
fondaparinux,CARDIAC,Selective inhibitor of activated Factor,Cardiovascular,Heart Disease,therapeutic_class,0.8
fondaparinux,CARDIAC,Selective inhibitor of activated Factor,Cardiovascular,Angina,therapeutic_class,0.8
fondaparinux,CARDIAC,Selective inhibitor of activated Factor,Cardiovascular,Arrhythmia,therapeutic_class,0.8
fondaparinux,CARDIAC,Selective inhibitor of activated Factor,Cardiovascular,Heart Failure,therapeutic_class,0.8
fondaparinux,CARDIAC,Selective inhibitor of activated Factor,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
entacapone,NEURO CNS,COMT inhibitor,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
entacapone,NEURO CNS,COMT inhibitor,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
entacapone,NEURO CNS,COMT inhibitor,Neurology / Psychiatry,Depression,therapeutic_class,0.8
entacapone,NEURO CNS,COMT inhibitor,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
entacapone,NEURO CNS,COMT inhibitor,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
entacapone,NEURO CNS,COMT inhibitor,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
alpha lipoic acid,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
alpha lipoic acid,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
alpha lipoic acid,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
tricholine citrate,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
tricholine citrate,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
tricholine citrate,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
imatinib mesylate,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Cancer,therapeutic_class,0.8
imatinib mesylate,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Malignant Tumor,therapeutic_class,0.8
imatinib mesylate,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Leukemia,therapeutic_class,0.8
benzyl nicotinate,BLOOD RELATE,,Hematology,Anemia,therapeutic_class,0.8
benzyl nicotinate,BLOOD RELATE,,Hematology,Iron Deficiency,therapeutic_class,0.8
sultamicillin tosilate,ANTI INFECTIVES,Ampicillin & Sulbactam ester compoun,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
sultamicillin tosilate,ANTI INFECTIVES,Ampicillin & Sulbactam ester compoun,Infectious Disease,Infection,therapeutic_class,0.8
sultamicillin tosilate,ANTI INFECTIVES,Ampicillin & Sulbactam ester compoun,Infectious Disease,Sepsis,therapeutic_class,0.8
ethinyl estradiol,GYNAECOLOGICA,,Gynecology,Vaginal Infection,therapeutic_class,0.8
ethinyl estradiol,GYNAECOLOGICA,,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
netupitant,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
netupitant,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
netupitant,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
netupitant,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
calcitriol,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
calcitriol,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
calcitriol,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
leflunomide,PAIN ANALGESICS,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Pain Management,Pain,therapeutic_class,0.8
leflunomide,PAIN ANALGESICS,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Pain Management,Inflammation,therapeutic_class,0.8
leflunomide,PAIN ANALGESICS,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Pain Management,Arthritis,therapeutic_class,0.8
leflunomide,PAIN ANALGESICS,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
anidulafungin,ANTI INFECTIVES,Fungal cell wall synthesis inhibitor (Echiocandins,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
anidulafungin,ANTI INFECTIVES,Fungal cell wall synthesis inhibitor (Echiocandins,Infectious Disease,Infection,therapeutic_class,0.8
anidulafungin,ANTI INFECTIVES,Fungal cell wall synthesis inhibitor (Echiocandins,Infectious Disease,Sepsis,therapeutic_class,0.8
vortioxetine,NEURO CNS,Serotonin modulator and stimulato,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
vortioxetine,NEURO CNS,Serotonin modulator and stimulato,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
vortioxetine,NEURO CNS,Serotonin modulator and stimulato,Neurology / Psychiatry,Depression,therapeutic_class,0.8
vortioxetine,NEURO CNS,Serotonin modulator and stimulato,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
vortioxetine,NEURO CNS,Serotonin modulator and stimulato,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
vortioxetine,NEURO CNS,Serotonin modulator and stimulato,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
romiplostim,BLOOD RELATED,Thrombopoietin agonis,Hematology,Anemia,therapeutic_class,0.8
romiplostim,BLOOD RELATED,Thrombopoietin agonis,Hematology,Thrombosis,therapeutic_class,0.8
romiplostim,BLOOD RELATED,Thrombopoietin agonis,Hematology,Blood Clotting Disorder,therapeutic_class,0.8
romiplostim,BLOOD RELATED,Thrombopoietin agonis,Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
gonadotrophins  including other ovulation stimulants,GYNAECOLOGICA,,Gynecology,Vaginal Infection,therapeutic_class,0.8
gonadotrophins  including other ovulation stimulants,GYNAECOLOGICA,,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
nortriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
nortriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
nortriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Depression,therapeutic_class,0.8
nortriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
nortriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
nortriptyline,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
phenylpropanolamine,RESPIRATOR,,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
phenylpropanolamine,RESPIRATOR,,Respiratory,Cough,therapeutic_class,0.8
phenylpropanolamine,RESPIRATOR,,Respiratory,Common Cold,therapeutic_class,0.8
phenylpropanolamine,RESPIRATOR,,Respiratory,Nasal Congestion,therapeutic_class,0.8
phenylpropanolamine,RESPIRATOR,,Respiratory,Bronchitis,therapeutic_class,0.8
acalabrutinib,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
acalabrutinib,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
acalabrutinib,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
acalabrutinib,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
lamivudine,ANTI INFECTIVES,Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs),Infectious Disease,Bacterial Infection,therapeutic_class,0.8
lamivudine,ANTI INFECTIVES,Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs),Infectious Disease,Infection,therapeutic_class,0.8
lamivudine,ANTI INFECTIVES,Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs),Infectious Disease,Sepsis,therapeutic_class,0.8
norethisterone,GYNAECOLOGICAL,Progestins (First generation,Gynecology,Gynecological Infection,therapeutic_class,0.8
norethisterone,GYNAECOLOGICAL,Progestins (First generation,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
norethisterone,GYNAECOLOGICAL,Progestins (First generation,Gynecology,PCOS,therapeutic_class,0.8
norethisterone,GYNAECOLOGICAL,Progestins (First generation,Gynecology,Menstrual Disorder,therapeutic_class,0.8
diacerein,PAIN ANALGESIC,,Pain Management,Pain,therapeutic_class,0.8
diacerein,PAIN ANALGESIC,,Pain Management,Inflammation,therapeutic_class,0.8
diacerein,PAIN ANALGESIC,,Pain Management,Arthritis,therapeutic_class,0.8
diacerein,PAIN ANALGESIC,,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
mesalazine,GASTRO INTESTINAL,5- Aminosalicylic acid (5-ASA,Gastroenterology,Acid Reflux,therapeutic_class,0.8
mesalazine,GASTRO INTESTINAL,5- Aminosalicylic acid (5-ASA,Gastroenterology,GERD,therapeutic_class,0.8
mesalazine,GASTRO INTESTINAL,5- Aminosalicylic acid (5-ASA,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
mesalazine,GASTRO INTESTINAL,5- Aminosalicylic acid (5-ASA,Gastroenterology,Gastritis,therapeutic_class,0.8
mesalazine,GASTRO INTESTINAL,5- Aminosalicylic acid (5-ASA,Gastroenterology,Nausea,therapeutic_class,0.8
mesalazine,GASTRO INTESTINAL,5- Aminosalicylic acid (5-ASA,Gastroenterology,Diarrhea,therapeutic_class,0.8
abacavir,ANTI INFECTIVE,,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
abacavir,ANTI INFECTIVE,,Infectious Disease,Infection,therapeutic_class,0.8
adenosine,CARDIAC,Miscellaneous agents- anti arrhythmi,Cardiovascular,Hypertension,therapeutic_class,0.8
adenosine,CARDIAC,Miscellaneous agents- anti arrhythmi,Cardiovascular,Heart Disease,therapeutic_class,0.8
adenosine,CARDIAC,Miscellaneous agents- anti arrhythmi,Cardiovascular,Angina,therapeutic_class,0.8
adenosine,CARDIAC,Miscellaneous agents- anti arrhythmi,Cardiovascular,Arrhythmia,therapeutic_class,0.8
adenosine,CARDIAC,Miscellaneous agents- anti arrhythmi,Cardiovascular,Heart Failure,therapeutic_class,0.8
adenosine,CARDIAC,Miscellaneous agents- anti arrhythmi,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
trihexyphenidyl,NEURO CNS,Anticholinergic- centrally actin,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
trihexyphenidyl,NEURO CNS,Anticholinergic- centrally actin,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
trihexyphenidyl,NEURO CNS,Anticholinergic- centrally actin,Neurology / Psychiatry,Depression,therapeutic_class,0.8
trihexyphenidyl,NEURO CNS,Anticholinergic- centrally actin,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
trihexyphenidyl,NEURO CNS,Anticholinergic- centrally actin,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
trihexyphenidyl,NEURO CNS,Anticholinergic- centrally actin,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
itolizumab,ANTI NEOPLASTICS,Anti-CD6 monoclonal antibod,Oncology,Cancer,therapeutic_class,0.8
itolizumab,ANTI NEOPLASTICS,Anti-CD6 monoclonal antibod,Oncology,Malignant Tumor,therapeutic_class,0.8
itolizumab,ANTI NEOPLASTICS,Anti-CD6 monoclonal antibod,Oncology,Leukemia,therapeutic_class,0.8
octreotide acetate,HORMONES,Somatostatin analogue,Endocrinology,Hormonal Imbalance,therapeutic_class,0.8
octreotide acetate,HORMONES,Somatostatin analogue,Endocrinology,Hypothyroidism,therapeutic_class,0.8
octreotide acetate,HORMONES,Somatostatin analogue,Endocrinology,Adrenal Insufficiency,therapeutic_class,0.8
octreotide acetate,HORMONES,Somatostatin analogue,Endocrinology,Growth Disorder,therapeutic_class,0.8
docetaxel,ANTI NEOPLASTICS,Antimicrotubule agents- Taxane,Oncology,Cancer,therapeutic_class,0.8
docetaxel,ANTI NEOPLASTICS,Antimicrotubule agents- Taxane,Oncology,Malignant Tumor,therapeutic_class,0.8
docetaxel,ANTI NEOPLASTICS,Antimicrotubule agents- Taxane,Oncology,Leukemia,therapeutic_class,0.8
betamethasone,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
betamethasone,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
betamethasone,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
betamethasone,DERM,,Dermatology,Eczema,therapeutic_class,0.8
betamethasone,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
flupirtine,PAIN ANALGESICS,Selective neuronal potassium channel openers (SNEPCO,Pain Management,Pain,therapeutic_class,0.8
flupirtine,PAIN ANALGESICS,Selective neuronal potassium channel openers (SNEPCO,Pain Management,Inflammation,therapeutic_class,0.8
flupirtine,PAIN ANALGESICS,Selective neuronal potassium channel openers (SNEPCO,Pain Management,Arthritis,therapeutic_class,0.8
flupirtine,PAIN ANALGESICS,Selective neuronal potassium channel openers (SNEPCO,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
polyethylene glycol,OPHTHA,,Ophthalmology,Eye Infection,therapeutic_class,0.8
polyethylene glycol,OPHTHA,,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
polyethylene glycol,OPHTHA,,Ophthalmology,Dry Eye,therapeutic_class,0.8
lactitol,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
lactitol,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
lactitol,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
lactitol,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
atazanavir,ANTI INFECTIVES,Protease (HIV) inhibitor,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
atazanavir,ANTI INFECTIVES,Protease (HIV) inhibitor,Infectious Disease,Infection,therapeutic_class,0.8
atazanavir,ANTI INFECTIVES,Protease (HIV) inhibitor,Infectious Disease,Sepsis,therapeutic_class,0.8
dosulepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
dosulepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
dosulepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Depression,therapeutic_class,0.8
dosulepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
dosulepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
dosulepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
sulphacetamide,OPHTHAL OTOLOGICAL,,Ophthalmology / ENT,Eye Infection,therapeutic_class,0.8
sulphacetamide,OPHTHAL OTOLOGICAL,,Ophthalmology / ENT,Ear Infection,therapeutic_class,0.8
megestrol,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
megestrol,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
megestrol,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
megestrol,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
levamisole,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
levamisole,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Infection,therapeutic_class,0.8
levamisole,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Sepsis,therapeutic_class,0.8
oxetacaine+aluminium hydroxide+magnesium,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
oxetacaine+aluminium hydroxide+magnesium,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
oxetacaine+aluminium hydroxide+magnesium,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
oxetacaine+aluminium hydroxide+magnesium,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
cefalexin,ANTI INFECTIVES,Cephalosporins   1st generatio,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
